,phone_no_m,sms_count,sms_nunique,sms_rate,calltype_2,calltype_rate,hour_mode,hour_mode_count,hour_nunique,day_mode,day_mode_count,day_nunique,busi_count,flow_mean,flow_median,flow_min,flow_max,flow_var,flow_sum,month_ids,flow_month,arpu_mean,arpu_var,arpu_max,arpu_min,arpu_median,arpu_sum,arpu_skew,arpu_sem,arpu_quantile,label
3762,3c180266cacaa230b235aae697003a3a89bc0b221a85fc1b9ce644e34ab6dcb5505892e1f3fa307b4d8da33d217a1b435f3dbf04c65ab1e02efbd6c347a4e1fa,38.0,12.0,3.1666666666666665,29.0,0.7631578947368421,14.0,18.0,8.0,20.0,18.0,7.0,0,0.0,0.0,0.0,0.0,,0.0,0,,2.1025,4.294091666666667,5.21,1.0,1.1,8.41,1.9967872958586907,1.036109509977911,1.1,1
3761,8da7f4e404831877f627c0cc1546d1de10f95125f00c77b2119ac52fded80f49646e04e2dfe71c5dc0e19b9641d4e21ae54b590766c92d726c8529592aeee175,259.0,11.0,23.545454545454547,258.0,0.996138996138996,10.0,77.0,12.0,30.0,163.0,7.0,56,3.7848792996322898,0.0399179458618164,0.0014333724975585,127.32117080688477,316.7530725542667,215.73812007904053,1,215.73812007904053,24.473333333333333,74.04363333333333,29.87,14.55,29.0,73.42,-1.7121531953951714,4.968018831597875,29.0,1
3490,e60533a4300ca212a02263944d09413a0bad52cc7d3318f9c12cc9a3cb40ae25bcb77bc99f38683676e56497a57f7842750fdafff9f175b8bc8b803eabe2c7fc,1339.0,425.0,3.150588235294117,1306.0,0.9753547423450336,10.0,215.0,19.0,13.0,78.0,31.0,388,34.631803089164826,0.2654170989990234,7.43865966796875e-05,3258.4665184021,22871.755422569924,57488.79312801361,8,7186.099141001701,77.885,108.7312571428572,102.43,73.0,73.0,623.08,2.385156571531554,3.686652566062762,73.0,1
3757,f214bc7d43fb2b94bb709810ae14f913da432a6b5c85de66b2b5bf36c478adf8b4e8b7801e2eb285f64ba450d6333bee11fe07bca04ceaf0a73b21559ba79903,504.0,85.0,5.929411764705883,393.0,0.7797619047619048,14.0,153.0,19.0,14.0,163.0,25.0,297,28.549189583527,0.2207012176513672,0.0003528594970703,3529.51320552826,34842.35545715751,13646.512620925903,2,6823.256310462952,71.21666666666667,1019.7858333333332,90.3,34.35,89.0,213.65,-1.728822195279048,18.43715300991753,89.0,1
3493,363f45712f4b2a3702a47b88a3fdb040238378be2c25a6b442437d9f17d736d539b598b7f93a43961889de43086233c5b3335412824b7a594cfd56f73ad1f081,262.0,114.0,2.298245614035088,162.0,0.6183206106870229,14.0,82.0,15.0,2.0,115.0,23.0,0,0.0,0.0,0.0,0.0,,0.0,0,,6.2475000000000005,111.11576428571428,31.0,1.0,1.15,49.98,2.361229175733169,3.726857997793085,1.15,1
3464,e85523e3375179273c7f2ca5c0a74c8ea7be7e5b7e7d12c931d03b99fa4188182c373eec80c7317e373e9d594b4280e3777486d516b4fb4bfec502b1487300f3,43.0,13.0,3.3076923076923075,34.0,0.7906976744186046,14.0,9.0,8.0,25.0,15.0,6.0,0,0.0,0.0,0.0,0.0,,0.0,0,,45.2,2745.76,123.8,19.0,19.0,180.8,1.999999999999999,26.2,19.0,1
3779,79ad3464cfd317182942af71093a1dcdd5019ccd8656166b8e44204d531d2c87b6d7580c465da49d3e42acaf129dc515b72f0632ea287756656c5e3e8b4c754b,373.0,106.0,3.518867924528302,197.0,0.5281501340482574,18.0,258.0,12.0,18.0,276.0,14.0,0,0.0,0.0,0.0,0.0,,0.0,0,,45.72142857142857,1144.0184809523807,103.55,19.0,27.36,320.04999999999995,0.9635293726278096,12.78402172888586,27.36,1
3461,f8f7188e438868c8c2d2ca435c92c5351fe6b3d7116b3e0ec5c38c9dda7f8bbde53d2dd8266cbffb309cb63220b807c371f28e4c9261b1849fdee2a185f15082,1733.0,563.0,3.0781527531083483,1619.0,0.9342181188690132,10.0,416.0,24.0,9.0,477.0,31.0,393,71.85765002682012,0.2808914184570312,7.62939453125e-05,14696.136975288391,484956.2531230585,98660.55348682404,8,12332.569185853004,32.8125,237.57936428571423,54.51,19.0,24.795,262.5,0.5958138192160473,5.44953397417745,24.795,1
3781,20fffa170a5d0ca4944d6b9424c04d331867def5cdb7aa0601c098c4b6ab92f05cab4472877b5a597ca0da8d582a38f88809985d7e06950acd61b53362f0201d,97.0,23.0,4.217391304347826,86.0,0.8865979381443299,14.0,38.0,10.0,6.0,38.0,5.0,14,1.0105826059977214,0.0049753189086914,0.0018520355224609,14.690499305725098,14.328262991673348,15.15873908996582,1,15.15873908996582,55.06,,55.06,55.06,55.06,55.06,,,55.06,1
3428,642528f0853cfe1949da48ff35083f9b8f62e367701d72f280fe4c9411c2439f791858bbdbab9a024cfeeee619fc572b64fa350bb3d9e425edfb7d0667ff66dd,44.0,5.0,8.8,43.0,0.9772727272727272,16.0,26.0,7.0,26.0,27.0,3.0,0,0.0,0.0,0.0,0.0,,0.0,0,,50.3025,1341.7457583333332,88.88,19.0,46.665,201.21,0.1348340763090145,18.314923957891097,46.665,1
3804,daa6dd51520aaeec1c2cd85a0b13b99189fe78d0b0e3635191bf861099028978bb2dcb19d48853957e49685b1c7d9f46c41fe22bb779e730a4cbefca83dceadc,4859.0,1063.0,4.5710253998118535,4757.0,0.9790080263428688,11.0,626.0,24.0,2.0,260.0,31.0,330,95.98534624573225,0.2506961822509765,6.771087646484375e-05,35675.909183502205,1289171.189116606,136875.10374641418,8,17109.387968301773,205.61625,16505.3953125,453.29,73.96,185.57,1644.9299999999998,1.075311465863269,45.42217975903952,185.57,1
3803,34d1023120b4d1869811ba364c2f5ad65e32cb499b51cc9c8510a733057a8f41dfe4291d25825123e1d6bd50f50b52472fb448f65f7bec45c3336151e3990b6e,99.0,13.0,7.615384615384615,94.0,0.9494949494949496,17.0,47.0,12.0,4.0,46.0,10.0,4,0.097579002380371,0.0244922637939453,0.0017929077148437,0.2750635147094726,0.0151779444622661,0.4878950119018553,1,0.4878950119018553,41.4225,708.5480249999999,56.0,1.59,54.05,165.69,-1.9718952887266208,13.309282709823243,54.05,1
3802,07a3679d2e8eeda00a71d7342d00ed17018519fec73efdd05595f22c2333890f9af14ed2eac2005bc23774979ebd0b3fc590f2568eb4c26a022ba06a3bf8496e,71.0,9.0,7.888888888888889,70.0,0.9859154929577464,15.0,59.0,5.0,10.0,59.0,6.0,11,0.8210940361022948,0.0103049278259277,0.0017166137695312,11.339996337890623,9.166184246559762,11.495316505432127,1,11.495316505432127,17.01,,17.01,17.01,17.01,17.01,,,17.01,1
3800,c4031699ab4d14ac89d5f943e65a713dec2c99d914d972ff1de7fe851d8f533507c393421a6fe4a933e0e9adf7c49641ed59b3cf8937954cfa77dd9f073de7ce,1694.0,340.0,4.982352941176471,1692.0,0.998819362455726,11.0,189.0,22.0,8.0,96.0,31.0,252,22.32204207099803,0.1757631301879882,0.000136375427246,2568.0909061431885,18892.48541724133,21384.51630401612,7,3054.9309005737305,101.275,0.0764285714285728,101.9,101.0,101.25,810.1999999999999,1.9133956509540564,0.0977423727386009,101.25,1
3435,2c0a6e4502dad0105d260c3f75bae66c4dc13b763e380abf7eee38244c5b87cab8408a380189620f0c24544473e6cc1592862fd08f50e670adc4b831c3d3e1c0,70.0,8.0,8.75,69.0,0.9857142857142858,15.0,61.0,5.0,20.0,51.0,4.0,30,3.772319979137845,0.0196185111999511,0.0021867752075195,129.9614658355713,468.1952425757466,135.8035192489624,1,135.8035192489624,45.14,,45.14,45.14,45.14,45.14,,,45.14,1
3436,09c1c6c607b2f9fb4a87ba47db65358feaf9c6e6b9632ccf9740b60569fcc857fdacb73c8138fbed47a2ac723d1ec5f94ad281da3d1b540331f930315fa322ec,5723.0,1204.0,4.753322259136213,4865.0,0.8500786300891141,9.0,476.0,24.0,9.0,234.0,31.0,683,117.68727566001596,0.2596249580383301,6.866455078125e-05,28920.37558841705,1332738.728696005,382012.8967924118,8,47751.61209905148,346.3125,5190.138392857143,510.5,310.5,310.5,2770.5,2.170545026429851,25.47091084172576,310.5,1
3441,7cc094b88007ebcf59a91662821dea72aa59d5657f80e3173d0aa09be0c8dcf9fa45b9253b04eaf4ad06c0e0e8ad0e20ef72b06fa81bf2be73aecce5fff82b90,5539.0,1462.0,3.7886456908344734,5292.0,0.955407113197328,9.0,673.0,23.0,16.0,254.0,31.0,615,117.92880909660327,0.3288483619689941,7.43865966796875e-05,30052.246936798096,1361255.025732876,300010.8903417587,8,37501.36129271984,182.0675,236.1427357142857,218.34,175.0,175.0,1456.54,2.405945999574336,5.433032483271724,175.0,1
3794,c8cd339fe9914e0c2b821674d491d65ce33b9c7f3cec5f585d84ac98aaa340ffd71df94b6f4c1401c5ffb7108068bc9b98c1c5f80c2201aa7eef1dabb59c12d8,1619.0,450.0,3.597777777777778,1617.0,0.9987646695491044,16.0,196.0,24.0,11.0,97.0,31.0,251,56.08707925097436,0.1540226936340332,8.0108642578125e-05,5707.519778251648,148379.17033450297,24790.489028930664,3,8263.496342976889,149.03750000000002,0.0055357142857136,149.2,149.0,149.0,1192.3000000000002,1.9510301758987352,0.026305214040456,149.0,1
3444,1f274e70c3780a210625d74bab0246b8c64d7976a82dafdfa97e0fd3050694a402e320b04f22eeac1e5062b9899460c670e77bbfab14103fab49c7952e3714b6,444.0,60.0,7.4,211.0,0.4752252252252252,14.0,225.0,18.0,10.0,206.0,21.0,84,4.191481393712167,0.0509414672851562,7.2479248046875e-05,194.2352561950684,461.5276484724201,549.084062576294,2,274.542031288147,206.9425,146643.03189166667,781.3,8.17,19.15,827.77,1.998900334993971,191.4699923562872,19.15,1
3447,c03cbd8dc6efc8d1a56f7c90e531d3ad46955121f89d50e022e441062d1117545812cee427a57a42e5924062be36a6c3e1bd35db7236e46ce9ce8283e8fc42b0,156.0,17.0,9.176470588235292,148.0,0.9487179487179488,14.0,82.0,12.0,13.0,91.0,8.0,0,0.0051336288452148,0.0051336288452148,0.0051336288452148,0.0051336288452148,,0.0051336288452148,1,0.0051336288452148,692.45,,692.45,692.45,692.45,692.45,,,692.45,1
3448,847ea090394b08e6a9b443f10232d5dc9642be437b5647f2c6d60d5abbe22a591b7d568717feccd3f2c10143c10908eba7a89854054904576ac0a5b97de756c1,54.0,5.0,10.8,51.0,0.9444444444444444,19.0,24.0,6.0,18.0,46.0,4.0,0,0.0,0.0,0.0,0.0,,0.0,0,,9.58,,9.58,9.58,9.58,9.58,,,9.58,1
3786,8e99b69c5cb7ad31f978f336eea3e6ca8812199983d480ac35d575f1348698a94ba024394852c0f204805910ac599f43b34d2eabfeb529629e579f859498a7dd,88.0,13.0,6.769230769230769,85.0,0.9659090909090908,20.0,29.0,10.0,9.0,64.0,9.0,15,5.436165630817413,0.0139055252075194,0.000885009765625,86.46806716918945,466.9327256419723,86.97865009307861,1,86.97865009307861,56.87,,56.87,56.87,56.87,56.87,,,56.87,1
3454,b1fbf1db7c3696108e8466dd42db2dcc883e16a0db3eb5defd26ae868d4e8251be91626d8f75bc900edd4259b7f5e4421d8d6cdb637ff3bae80410603f8cd27f,53.0,8.0,6.625,52.0,0.981132075471698,11.0,20.0,6.0,13.0,27.0,5.0,14,0.1239285151163736,0.0534181594848632,0.0010089874267578,0.3935489654541016,0.0192481297373195,1.8589277267456048,1,1.8589277267456048,249.53,,249.53,249.53,249.53,249.53,,,249.53,1
3785,ce3c3cfb569dadb811bae81f23acd5962cff2413d12eecaf327760d6a639063383c0dd19d00725576a77db681941e2f7f53894227655854ac441e42b9097e8e1,82.0,22.0,3.727272727272727,69.0,0.8414634146341463,10.0,40.0,7.0,29.0,27.0,13.0,0,0.0,0.0,0.0,0.0,,0.0,0,,1317.37,3402605.6712,2621.71,13.03,1317.37,2634.74,,1304.34,1317.37,1
3080,540e7fd19ebabe7a2dbb1e256e84efb66be8826d398331e632f2a1c20254f154d8f69ab08f61fd4bffb18285ca1561ff9f2fbce6acd0427f1293494a57fa64dc,49.0,8.0,6.125,46.0,0.9387755102040816,18.0,33.0,6.0,23.0,33.0,3.0,14,6.3364728291829415,0.0102930068969726,0.0017356872558593,94.6999168395996,597.5596198495733,95.04709243774413,1,95.04709243774413,26.520000000000003,864.4482,47.31,5.73,26.520000000000003,53.040000000000006,,20.79,26.520000000000003,1
3079,11c5f04b5f04662016a82d21a1a12bbf1ed8a381053eaa28f3163a838796e70c01355aca3e5e41030f98f800e40fd714ad4c212a00a8ef5ec0e770536661d794,3077.0,624.0,4.931089743589744,3057.0,0.9935001624959376,20.0,538.0,22.0,10.0,478.0,31.0,249,4.248688147360818,0.077798843383789,7.43865966796875e-05,305.5883340835572,495.0196272581158,2421.7522439956665,8,302.7190304994583,14.41125,379.8901839285714,61.07,1.35,10.5,115.29,2.468112851718674,6.891028442189991,10.5,1
3078,dfd4412888f52ab336952c7d2c55508e5669f14a36917c67223b4258c6687b8e85b9297c3aa2fcd4b521277d54511997cc905fe9b37e1262ddd2e347f776431f,171.0,44.0,3.886363636363636,168.0,0.9824561403508772,19.0,65.0,15.0,22.0,56.0,25.0,5,39.56758012771606,0.0157108306884765,0.0010795593261718,395.54161167144775,15644.137305821712,395.67580127716064,2,197.83790063858032,5.388,95.18071999999998,22.84,1.0,1.0,26.94,2.2359580237119787,4.363042974805542,1.0,1
2671,84dde1699a57de1bd67a84dde432d68df16646134e66552ed2eb81be66110a7a42110cab884295296644634e8821c110156b9d12081fbd0053d5f3a1bafc3969,25.0,1.0,25.0,25.0,1.0,17.0,11.0,4.0,4.0,20.0,2.0,0,0.0003566741943359,0.0003566741943359,0.0003566741943359,0.0003566741943359,,0.0003566741943359,1,0.0003566741943359,8.68,0.2048000000000003,9.0,8.36,8.68,17.36,,0.3200000000000003,8.68,1
2659,6bc4898c9d74b5abc6915dc938216c22123a34b32229f689027b22d89fd91ada450bfcb28c46eee44d2873e78461d03c2e2407512749d8da2159c11c826e5b8e,77.0,7.0,11.0,77.0,1.0,15.0,24.0,9.0,12.0,24.0,11.0,0,0.0,0.0,0.0,0.0,,0.0,0,,24.86,548.4148857142858,57.81,4.07,9.0,198.88,0.6606158661503753,8.279605106180227,9.0,1
2660,ef70ea824c6fe740ba419ad7aed40687a4cfe5ee23f6f73d6d2ff3490cb79cc16966f907db9aa072c61baca674753049adebacaefc54903713c2764024aada38,74.0,10.0,7.4,70.0,0.945945945945946,13.0,31.0,8.0,15.0,27.0,7.0,21,10.931075789711691,0.0166931152343749,0.0024070739746093,239.3741283416748,2603.4042284543093,240.48366737365723,1,240.48366737365723,131.19500000000002,31232.502450000004,256.16,6.23,131.19500000000002,262.39000000000004,,124.965,131.195,1
2666,06266c9ba70f0d9453f5580bee7b1e8b4343d8027a87e035b84c16e99861accb9d7b959d945f128779ae11ca332a7e74206afb7933e7df15c197a48f2e19166c,1646.0,319.0,5.15987460815047,1628.0,0.98906439854192,10.0,204.0,22.0,20.0,143.0,31.0,308,45.63071689860645,0.1671924591064453,7.43865966796875e-05,10490.73675441742,238746.1745449018,37554.0800075531,5,7510.8160015106205,70.65625,8.73348392857144,76.51,69.0,69.05,565.25,1.6190289924632415,1.0448375429086714,69.05,1
2667,4186646547475298a140fa24f06596e7d04df0fa6c6bc92e9e5a9fc243bc8b0c0fa3e4c0366372611624d5057f9fd5a095eecc53c37d834f898391cfd66091f1,54.0,5.0,10.8,54.0,1.0,16.0,19.0,8.0,6.0,34.0,6.0,14,2.12983315785726,0.0153560638427734,0.0010814666748046,29.17109298706055,56.23071641581667,31.94749736785889,1,31.94749736785889,92.4,,92.4,92.4,92.4,92.4,,,92.4,1
4318,c76cc1af40bca74aa695ab20c518f23864786871819330f6d6af26fc6ecd23fdd9891ed7033dcd894d57afde4bf7c6f449e37988d86c9ca689deab99e8bce977,64.0,7.0,9.142857142857142,64.0,1.0,16.0,32.0,5.0,7.0,48.0,6.0,31,2.200923547512148,0.0372581481933593,0.0008478164672851,57.47801685333252,94.61043126345884,90.23786544799805,2,45.11893272399902,23.93,173.72480000000002,33.25,14.61,23.93,47.86,,9.32,23.93,1
2669,a0212557b5033a83ae03e0723efd58e568d8fdead6a4ab04e5ba1c4ab869a1d89173c349ec6ce067c1739084249cb5e47f4bd43498465b67582b7a37566a4602,145.0,24.0,6.041666666666667,144.0,0.993103448275862,12.0,57.0,11.0,9.0,59.0,10.0,47,3.4424443443616224,0.0265932083129882,0.0006523132324218,147.7783393859863,453.40496547143846,165.23732852935788,1,165.23732852935788,290.62,,290.62,290.62,290.62,290.62,,,290.62,1
2670,0058ca331fe160ae7dc9b764115d76255ca6f48331d4fff565bf85ee1cb5cdefb7e3d0c29cad1c4426ba7d80947ae8d11aebe178b0165d527c3d432ce2883a30,191.0,5.0,38.2,156.0,0.8167539267015707,13.0,41.0,12.0,14.0,124.0,4.0,19,0.4690100193023682,0.0092887878417968,0.0009078979492187,7.240564346313477,2.6142188210864306,9.380200386047363,1,9.380200386047363,42.442,2747.63682,136.21,19.0,19.0,212.21,2.23606797749979,23.442,19.0,1
2672,f77b5e6bf224cdf309467fa71af14e8b96d71f3a9196f59875ad2dcea2cc8d2addc85c42b7f60b4c20be3cd356c52bf0a2c8960683fa9230adf53a1f4411c024,1945.0,124.0,15.685483870967742,1662.0,0.8544987146529563,11.0,222.0,22.0,3.0,152.0,31.0,203,15.40051550719281,0.092294692993164,0.0001258850097656,1515.5395164489746,11296.54424073296,9563.720129966736,7,1366.2457328523908,14.81125,1.4058982142857137,16.77,14.0,14.05,118.49,1.0995129071674463,0.4192103013831056,14.05,1
4325,189a53ea9979aead30457d78346acceec86076ae8c48946d981b803862fa50bcecda6ef725e3957a42b6bac35ec2b62ab746abdbb04e9a3cc280f9d9abfc47ac,42.0,2.0,21.0,42.0,1.0,11.0,20.0,6.0,26.0,17.0,4.0,33,3.310311289394603,0.0317697525024413,0.0047578811645507,105.1309461593628,324.0191551284805,112.5505838394165,1,112.5505838394165,36.285,2014.22045,68.02,4.55,36.285,72.57,,31.735,36.285,1
2677,882baf4c97dd6cc3eba1931a23098ff4aa9baca20a443bb2a25bbe966bd8d2c055aac2cfa31cc0c3fcd3fb51daff1da5ea5224e5f1615bd63891f77c5e39d7ee,37.0,4.0,9.25,36.0,0.972972972972973,18.0,24.0,6.0,21.0,24.0,6.0,51,3.4525385086353007,0.0335183143615721,0.0001449584960937,52.40202617645264,135.72762356989156,179.53200244903564,1,179.53200244903564,,,,,,0.0,,,,1
4313,6026c3df20d6b2a11012393146abc4ee01b50df6af2b45b3c871f93ad3b078fb77563a59fd059514086f056ab0701cf919fe326cc3518a009455084f8bfded35,734.0,19.0,38.63157894736842,662.0,0.9019073569482288,7.0,296.0,16.0,5.0,83.0,30.0,21,0.1657627354497494,0.0363073348999023,0.001413345336914,1.4208831787109375,0.1312602193201823,3.812542915344238,2,1.906271457672119,39.96857142857142,589.2209142857143,56.1,4.6,54.6,279.78,-1.1916690271676345,9.174661646433105,54.6,1
2682,7c3af7979ce1b2235be8abcf810990f53310d0f09bf99a12009201c21de2e68ed5cf7449fb540ecbadaf3e3d2d26bc70cc5fefa1affce65a33d7dbe7b4d38ea1,15.0,5.0,3.0,15.0,1.0,14.0,7.0,5.0,12.0,14.0,2.0,0,0.0,0.0,0.0,0.0,,0.0,0,,66.76,,66.76,66.76,66.76,66.76,,,66.76,1
4308,280d121752727730a8ea2a85158cf716bc12caa9686e92746531e7b1c95f06885278297f5bea6cc72576aafd506f1f197507afb7d40d7bf5c71c6bc50282cdb7,981.0,18.0,54.5,881.0,0.8980632008154944,7.0,392.0,17.0,5.0,99.0,30.0,17,1.6751285076141351,0.0118355751037597,0.0002079010009765,32.30411052703857,52.00138573187832,33.50257015228271,3,11.167523384094237,34.254285714285714,694.9732952380951,56.1,4.6,54.6,239.78,-0.3849259601504233,9.964030274930314,54.6,1
2686,f0fdacf5eb461bc9867b14593a591598e8e5adc37990c4da28d8a7b072894b6add5a42b56c680cc5b471436b221072ddaced20a15f41c7cc67a91eb154fb52cf,47.0,12.0,3.9166666666666665,47.0,1.0,18.0,18.0,6.0,28.0,21.0,5.0,37,0.8231306266784668,0.0369849205017089,0.0004348754882812,17.220996856689453,10.51126942895456,41.15653133392334,2,20.57826566696167,,,,,,0.0,,,,1
2688,641ce60751b0f61d7e02a497735121ff6c4d21de361f57bb270995f6a68165dcda47faec521ac43b0a327928aea27d5a636742c697a9456055fa9f070150d5a2,47.0,9.0,5.222222222222222,44.0,0.9361702127659576,10.0,32.0,4.0,2.0,32.0,3.0,10,13.837634606794875,0.0194664001464843,0.0023450851440429,151.65288925170896,2089.249290075804,152.21398067474362,1,152.21398067474362,32.21,,32.21,32.21,32.21,32.21,,,32.21,1
2689,7fdd013ef70f684418c221a2fed45596c18fd7a0e76cb409ea7695fdc55347442d085b53b37e47776b3c9af55ac755f88c28294d172b647720fc5a49189bde8c,423.0,104.0,4.0673076923076925,417.0,0.9858156028368794,14.0,67.0,20.0,14.0,39.0,31.0,0,0.0,0.0,0.0,0.0,,0.0,0,,59.31875,2264.803469642858,176.8,39.0,42.96,474.55,2.800194820238035,16.825588658509314,42.96,1
2657,babf764ddccd89c45de0dc33fb9f713fd82733ed8e7f0545c870963a49b4a818eb03d6fd359cc91ca550babf339840a1b7e341af0b612931beb0e4d1449fee25,142.0,50.0,2.84,140.0,0.9859154929577464,12.0,55.0,7.0,17.0,63.0,6.0,0,0.0,0.0,0.0,0.0,,0.0,0,,5.5,,5.5,5.5,5.5,5.5,,,5.5,1
2655,8ffcc449ab6789a3001536d2f3073314a2bae80e11001d7df274c539b4a12e65ba0aa3d681ac525733b388c5a7fcf161e99f9c083269858f0df3d4fc8fb5916b,453.0,32.0,14.15625,453.0,1.0,9.0,165.0,21.0,11.0,32.0,31.0,173,42.54284118627626,0.1250276565551757,9.1552734375e-05,5904.770467758179,168550.45561552068,19697.33546924591,6,3282.8892448743186,6.375,67.56217142857142,22.99,1.0,1.005,51.0,1.3995349208585903,2.906074917921324,1.005,1
2622,7c15022d2a6378272d178a7c4a8b775f25b5d9a7d7804839bb8e32803788596abe5b044cb85b92c2724f2dd0e8890b5eb6d347b30111473d7e5f350ea3bc3f71,491.0,112.0,4.383928571428571,491.0,1.0,9.0,125.0,19.0,1.0,75.0,31.0,148,76.66135425812159,0.1983165740966796,9.822845458984376e-05,10672.190061569214,491649.0313138584,29897.92816066742,4,7474.482040166855,174.0,0.0,174.0,174.0,174.0,1392.0,0.0,0.0,174.0,1
4336,a05ef71d7014b4d97422c4d769398f337b038bd911f875c82482a9d397cb04140912033cc01c3a43ff169e761f0029c60415c270999784c7988155097d051ec9,2934.0,2783.0,1.0542579949694575,138.0,0.0470347648261758,19.0,1454.0,12.0,8.0,2838.0,9.0,23,0.7750416564941406,0.0419645309448242,0.0036287307739257,11.57734489440918,5.569490393394738,19.37604141235352,1,19.37604141235352,124.27333333333335,22631.87903333333,297.97,35.43,39.42,372.8200000000001,1.7306802209017282,86.85597088155643,39.42,1
2628,38cbb6ac4373d42a1ab35cad16dd4a7b1c9135a1edb0bc1a2d583011a9cd4e163c179942d53161fb0e25848cbb2fd75b371f08e5c41c0c658febfec1efb82499,6214.0,1329.0,4.675696012039127,6131.0,0.9866430640489218,9.0,618.0,24.0,3.0,329.0,31.0,492,97.80758882039234,0.3912868499755859,6.771087646484375e-05,16196.935044288635,501617.5627575028,193365.60309791565,8,24170.700387239456,124.2925,197.06505,154.88,112.74,119.945,994.34,1.8393106079583883,4.963177535611637,119.945,1
2629,19fb141fd0ee11058ee5995ca0afea53f5027bfed77365c0ced8b0133461c743bef6ec589a3e94ce5072aa778d94af347d8395a16fd75c6aeb2cf051fb3e0b51,440.0,89.0,4.943820224719101,381.0,0.865909090909091,12.0,113.0,14.0,10.0,94.0,31.0,34,0.6717326482137044,0.0249900817871093,0.000274658203125,8.928464889526367,3.4247236824156384,30.2279691696167,4,7.556992292404175,72.8675,7.523424999999996,76.88,70.69,71.94999999999999,291.47,1.699584143594063,1.3714431267828786,71.94999999999999,1
2630,8c63081789a4f35a043813984b6ea99ab208b7f04b128ae6e1ad2305c4d623cf72df328a0b7d298a505b4253f1b92e9a4ef45f13d64dacf3a5b61e55504153d7,49.0,11.0,4.454545454545454,46.0,0.9387755102040816,8.0,18.0,8.0,11.0,21.0,5.0,0,0.0,0.0,0.0,0.0,,0.0,0,,,,,,,0.0,,,,1
2631,7c55c0ab6d57c08d64e01f1e7034fa8aaab006dfa3dac4421a7c6610ee1309758730631c60aa7b167bd998395a341d64a59ce4754736b6c899f0a54dbd4c270a,30.0,8.0,3.75,28.0,0.9333333333333332,9.0,10.0,7.0,25.0,13.0,6.0,1,0.0017461776733398,0.0017461776733398,0.0017461776733398,0.0017461776733398,,0.0017461776733398,1,0.0017461776733398,41.275,1984.7025,108.1,19.0,19.0,165.1,2.0,22.274999999999995,19.0,1
2634,47907aae6f907bd7abb9a98dc02a4fd7707595490f22d90f94f4785104f38e7b72edfe05647d1b842f39b297fa18e1d8b1b3ff4d6a89a8d4d0d6498b79fbf795,1005.0,180.0,5.583333333333333,902.0,0.8975124378109453,9.0,158.0,19.0,9.0,85.0,31.0,40,1.5063839041668436,0.041731834411621,0.0003623962402343,73.28764152526854,54.831481305138325,173.234148979187,6,28.87235816319784,66.85125,4809.6766125,237.39,39.0,39.38,534.81,2.7604608753020905,24.51957537484081,39.38,1
4340,2417d9c488fb39f6e01f8d97602537a5a9a39e361e4a3f56916107b891544c29b45508a328114ddb3dda6b43434d47fb18d08e7feb9e44e4132996fdd2b62db7,281.0,247.0,1.137651821862348,41.0,0.1459074733096085,18.0,252.0,8.0,29.0,247.0,10.0,0,0.0,0.0,0.0,0.0,,0.0,0,,,,,,,0.0,,,,1
4337,8ed0face1e49b5f16fe70ff7ea1c9a433815c44b8ff7a7a31eca9e393335028a538de857f4015454d71cba263a5e81f7aea4f488c280536644439e9b24254f75,2588.0,460.0,5.626086956521739,2524.0,0.9752704791344669,11.0,255.0,24.0,8.0,121.0,31.0,397,226.3858668488636,0.4044218063354492,7.43865966796875e-05,29597.186141967773,3181549.380302476,381460.1856403351,8,47682.523205041885,162.575,46.38499999999998,170.6,156.0,161.65,1300.6,0.1462951876811778,2.4079296086056994,161.65,1
2641,c11dbe52ae9c0a27029953beb5440f4c6e9763ff3c9d635a4410c77604abc8d7d26c561c8047f8672cbeccfc1e886d0dd2685203d87e1f7961e80d562aee2f5d,4863.0,408.0,11.919117647058824,4784.0,0.9837548838165742,13.0,588.0,24.0,22.0,270.0,31.0,362,72.60951229242178,0.1655349731445312,0.0001583099365234,17662.01219844818,603736.3938153523,84953.12938213348,8,10619.141172766684,171.72500000000002,3.287857142857129,176.2,170.9,171.1,1373.8000000000002,2.79683385125403,0.6410788897297595,171.1,1
